image_id,file_name,garments,colors,styles,scene,objects,relation,weather,location,color_garment_pairs,query_tags,caption,gender
synth_0132,synth_0132.jpg,shirt,blue,casual weekend,botanical garden,cafe table,sitting at,rainy,residential street in London,blue:shirt,shirt;blue;botanical garden;cafe table;sitting at;rainy;residential street in London;casual weekend,"An elderly man wearing a blue casual shirt, sitting at a cafe table in a botanical garden located in residential street in London, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0133,synth_0133.jpg,shirt,blue,casual weekend,busy airport terminal,bookshelf,browsing,clear indoor lighting,campus in London,blue:shirt,shirt;blue;busy airport terminal;bookshelf;browsing;clear indoor lighting;campus in London;casual weekend,"A young woman wearing a blue casual shirt, browsing a bookshelf in a busy airport terminal located in campus in London, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0134,synth_0134.jpg,shirt,white,casual weekend,green lawn,park pathway,walking on,rainy,residential street in New York,white:shirt,shirt;white;green lawn;park pathway;walking on;rainy;residential street in New York;casual weekend,"A young man wearing a white casual shirt, walking on a park pathway in a green lawn located in residential street in New York, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0135,synth_0135.jpg,shirt,blue,casual weekend,public garden,wooden park bench,sitting on,foggy,business district in Tokyo,blue:shirt,shirt;blue;public garden;wooden park bench;sitting on;foggy;business district in Tokyo;casual weekend,"A young man wearing a blue casual shirt, sitting on a wooden park bench in a public garden located in business district in Tokyo, foggy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0136,synth_0136.jpg,shirt,blue,casual weekend,quiet public library,television,watching,clear indoor lighting,business district in London,blue:shirt,shirt;blue;quiet public library;television;watching;clear indoor lighting;business district in London;casual weekend,"A teenager wearing a blue casual shirt, watching a television in a quiet public library located in business district in London, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0137,synth_0137.jpg,shirt,blue,casual weekend,forest nature trail,park tree,leaning against,cloudy,residential street in London,blue:shirt,shirt;blue;forest nature trail;park tree;leaning against;cloudy;residential street in London;casual weekend,"A young woman wearing a blue casual shirt, leaning against a park tree in a forest nature trail located in residential street in London, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0138,synth_0138.jpg,shirt,blue,casual weekend,walking path,park tree,standing near,rainy,residential street in London,blue:shirt,shirt;blue;walking path;park tree;standing near;rainy;residential street in London;casual weekend,"A person wearing a blue casual shirt, standing near a park tree in a walking path located in residential street in London, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0139,synth_0139.jpg,hoodie,blue,casual weekend,walking path,park flowers,standing near,snowy,urban park in New York,blue:hoodie,hoodie;blue;walking path;park flowers;standing near;snowy;urban park in New York;casual weekend,"A young woman wearing a blue hoodie, standing near a park flowers in a walking path located in urban park in New York, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0140,synth_0140.jpg,shirt,blue,casual weekend,green lawn,cafe table,sitting at,snowy,business district in London,blue:shirt,shirt;blue;green lawn;cafe table;sitting at;snowy;business district in London;casual weekend,"A young woman wearing a blue casual shirt, sitting at a cafe table in a green lawn located in business district in London, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0141,synth_0141.jpg,shirt,blue,casual weekend,green lawn,park flowers,standing near,rainy,urban park in Tokyo,blue:shirt,shirt;blue;green lawn;park flowers;standing near;rainy;urban park in Tokyo;casual weekend,"A young man wearing a blue casual shirt, standing near a park flowers in a green lawn located in urban park in Tokyo, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0142,synth_0142.jpg,shirt,blue,casual weekend,quiet public library,bed,sitting on,clear indoor lighting,shopping district in London,blue:shirt,shirt;blue;quiet public library;bed;sitting on;clear indoor lighting;shopping district in London;casual weekend,"A middle-aged woman wearing a blue casual shirt, sitting on a bed in a quiet public library located in shopping district in London, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0143,synth_0143.jpg,hoodie,blue,casual weekend,forest nature trail,green grass,sitting on,snowy,shopping district in Tokyo,blue:hoodie,hoodie;blue;forest nature trail;green grass;sitting on;snowy;shopping district in Tokyo;casual weekend,"A person wearing a blue hoodie, sitting on a green grass in a forest nature trail located in shopping district in Tokyo, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0144,synth_0144.jpg,shirt,blue,casual weekend,cafe,bed,sitting on,clear indoor lighting,campus in New York,blue:shirt,shirt;blue;cafe;bed;sitting on;clear indoor lighting;campus in New York;casual weekend,"A person wearing a blue casual shirt, sitting on a bed in a cafe located in campus in New York, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0145,synth_0145.jpg,shirt,blue,casual weekend,cafe,plush living room sofa,relaxing on,clear indoor lighting,business district in London,blue:shirt,shirt;blue;cafe;plush living room sofa;relaxing on;clear indoor lighting;business district in London;casual weekend,"A young woman wearing a blue casual shirt, relaxing on a plush living room sofa in a cafe located in business district in London, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0146,synth_0146.jpg,shirt,blue,casual weekend,forest nature trail,cafe menu,holding,rainy,downtown in New York,blue:shirt,shirt;blue;forest nature trail;cafe menu;holding;rainy;downtown in New York;casual weekend,"An elderly man wearing a blue casual shirt, holding a cafe menu in a forest nature trail located in downtown in New York, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0147,synth_0147.jpg,shirt,blue,casual weekend,public garden,park tree,standing near,rainy,downtown in Paris,blue:shirt,shirt;blue;public garden;park tree;standing near;rainy;downtown in Paris;casual weekend,"A fashion model wearing a blue casual shirt, standing near a park tree in a public garden located in downtown in Paris, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0148,synth_0148.jpg,shirt,white,casual weekend,walking path,park tree,leaning against,snowy,financial district in London,white:shirt,shirt;white;walking path;park tree;leaning against;snowy;financial district in London;casual weekend,"A young man wearing a white casual shirt, leaning against a park tree in a walking path located in financial district in London, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0149,synth_0149.jpg,shirt,white,casual weekend,green lawn,park tree,standing near,sunny,shopping district in Paris,white:shirt,shirt;white;green lawn;park tree;standing near;sunny;shopping district in Paris;casual weekend,"A person wearing a white casual shirt, standing near a park tree in a green lawn located in shopping district in Paris, sunny weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0150,synth_0150.jpg,hoodie,blue,casual weekend,botanical garden,wooden park bench,sitting on,snowy,financial district in New York,blue:hoodie,hoodie;blue;botanical garden;wooden park bench;sitting on;snowy;financial district in New York;casual weekend,"A middle-aged woman wearing a blue hoodie, sitting on a wooden park bench in a botanical garden located in financial district in New York, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0151,synth_0151.jpg,shirt,blue,casual weekend,busy airport terminal,television,standing near,clear indoor lighting,shopping district in Tokyo,blue:shirt,shirt;blue;busy airport terminal;television;standing near;clear indoor lighting;shopping district in Tokyo;casual weekend,"A middle-aged woman wearing a blue casual shirt, standing near a television in a busy airport terminal located in shopping district in Tokyo, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0152,synth_0152.jpg,shirt,blue,casual weekend,forest nature trail,park tree,standing near,sunny,business district in Paris,blue:shirt,shirt;blue;forest nature trail;park tree;standing near;sunny;business district in Paris;casual weekend,"A teenager wearing a blue casual shirt, standing near a park tree in a forest nature trail located in business district in Paris, sunny weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0153,synth_0153.jpg,shirt,blue,casual weekend,urban park,park pathway,walking on,sunny,downtown in London,blue:shirt,shirt;blue;urban park;park pathway;walking on;sunny;downtown in London;casual weekend,"A fashion model wearing a blue casual shirt, walking on a park pathway in a urban park located in downtown in London, sunny weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0154,synth_0154.jpg,hoodie,blue,casual weekend,green lawn,park flowers,standing near,foggy,business district in New York,blue:hoodie,hoodie;blue;green lawn;park flowers;standing near;foggy;business district in New York;casual weekend,"A person wearing a blue hoodie, standing near a park flowers in a green lawn located in business district in New York, foggy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0155,synth_0155.jpg,shirt,blue,casual weekend,quiet public library,plush living room sofa,sitting on,clear indoor lighting,business district in Paris,blue:shirt,shirt;blue;quiet public library;plush living room sofa;sitting on;clear indoor lighting;business district in Paris;casual weekend,"A young woman wearing a blue casual shirt, sitting on a plush living room sofa in a quiet public library located in business district in Paris, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0156,synth_0156.jpg,shirt,blue,casual weekend,forest nature trail,park flowers,standing near,snowy,shopping district in London,blue:shirt,shirt;blue;forest nature trail;park flowers;standing near;snowy;shopping district in London;casual weekend,"An elderly man wearing a blue casual shirt, standing near a park flowers in a forest nature trail located in shopping district in London, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0157,synth_0157.jpg,shirt,blue,casual weekend,busy airport terminal,television,watching,clear indoor lighting,financial district in Paris,blue:shirt,shirt;blue;busy airport terminal;television;watching;clear indoor lighting;financial district in Paris;casual weekend,"A teenager wearing a blue casual shirt, watching a television in a busy airport terminal located in financial district in Paris, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0158,synth_0158.jpg,shirt,white,casual weekend,botanical garden,park flowers,standing near,rainy,financial district in Tokyo,white:shirt,shirt;white;botanical garden;park flowers;standing near;rainy;financial district in Tokyo;casual weekend,"A middle-aged woman wearing a white casual shirt, standing near a park flowers in a botanical garden located in financial district in Tokyo, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0159,synth_0159.jpg,shirt,blue,casual weekend,quiet public library,bed,sitting on,clear indoor lighting,shopping district in Paris,blue:shirt,shirt;blue;quiet public library;bed;sitting on;clear indoor lighting;shopping district in Paris;casual weekend,"An elderly man wearing a blue casual shirt, sitting on a bed in a quiet public library located in shopping district in Paris, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0160,synth_0160.jpg,shirt,blue,casual weekend,hotel lobby,bookshelf,standing near,clear indoor lighting,residential street in London,blue:shirt,shirt;blue;hotel lobby;bookshelf;standing near;clear indoor lighting;residential street in London;casual weekend,"A young man wearing a blue casual shirt, standing near a bookshelf in a hotel lobby located in residential street in London, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0161,synth_0161.jpg,shirt,blue,casual weekend,forest nature trail,park flowers,standing near,snowy,downtown in Paris,blue:shirt,shirt;blue;forest nature trail;park flowers;standing near;snowy;downtown in Paris;casual weekend,"A person wearing a blue casual shirt, standing near a park flowers in a forest nature trail located in downtown in Paris, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0162,synth_0162.jpg,shirt,white,casual weekend,walking path,green grass,standing on,rainy,urban park in London,white:shirt,shirt;white;walking path;green grass;standing on;rainy;urban park in London;casual weekend,"A young man wearing a white casual shirt, standing on a green grass in a walking path located in urban park in London, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0163,synth_0163.jpg,shirt,white,casual weekend,forest nature trail,park tree,standing near,cloudy,campus in Paris,white:shirt,shirt;white;forest nature trail;park tree;standing near;cloudy;campus in Paris;casual weekend,"A teenager wearing a white casual shirt, standing near a park tree in a forest nature trail located in campus in Paris, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0164,synth_0164.jpg,shirt,blue,casual weekend,cafe,bed,relaxing on,clear indoor lighting,shopping district in New York,blue:shirt,shirt;blue;cafe;bed;relaxing on;clear indoor lighting;shopping district in New York;casual weekend,"An elderly man wearing a blue casual shirt, relaxing on a bed in a cafe located in shopping district in New York, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0165,synth_0165.jpg,shirt,blue,casual weekend,quiet public library,plush living room sofa,relaxing on,clear indoor lighting,campus in Tokyo,blue:shirt,shirt;blue;quiet public library;plush living room sofa;relaxing on;clear indoor lighting;campus in Tokyo;casual weekend,"A teenager wearing a blue casual shirt, relaxing on a plush living room sofa in a quiet public library located in campus in Tokyo, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0166,synth_0166.jpg,shirt,blue,casual weekend,hotel lobby,bed,relaxing on,clear indoor lighting,residential street in London,blue:shirt,shirt;blue;hotel lobby;bed;relaxing on;clear indoor lighting;residential street in London;casual weekend,"A fashion model wearing a blue casual shirt, relaxing on a bed in a hotel lobby located in residential street in London, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0167,synth_0167.jpg,shirt,blue,casual weekend,cafe,bed,relaxing on,clear indoor lighting,residential street in New York,blue:shirt,shirt;blue;cafe;bed;relaxing on;clear indoor lighting;residential street in New York;casual weekend,"A young woman wearing a blue casual shirt, relaxing on a bed in a cafe located in residential street in New York, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0168,synth_0168.jpg,hoodie,blue,casual weekend,green lawn,park tree,standing near,snowy,campus in London,blue:hoodie,hoodie;blue;green lawn;park tree;standing near;snowy;campus in London;casual weekend,"A person wearing a blue hoodie, standing near a park tree in a green lawn located in campus in London, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0169,synth_0169.jpg,shirt,blue,casual weekend,forest nature trail,garden chair,sitting on,cloudy,residential street in New York,blue:shirt,shirt;blue;forest nature trail;garden chair;sitting on;cloudy;residential street in New York;casual weekend,"An elderly man wearing a blue casual shirt, sitting on a garden chair in a forest nature trail located in residential street in New York, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0170,synth_0170.jpg,hoodie,blue,casual weekend,public garden,park flowers,standing near,snowy,financial district in Tokyo,blue:hoodie,hoodie;blue;public garden;park flowers;standing near;snowy;financial district in Tokyo;casual weekend,"An elderly man wearing a blue hoodie, standing near a park flowers in a public garden located in financial district in Tokyo, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0171,synth_0171.jpg,shirt,blue,casual weekend,botanical garden,park flowers,standing near,snowy,downtown in Tokyo,blue:shirt,shirt;blue;botanical garden;park flowers;standing near;snowy;downtown in Tokyo;casual weekend,"A fashion model wearing a blue casual shirt, standing near a park flowers in a botanical garden located in downtown in Tokyo, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0172,synth_0172.jpg,shirt,blue,casual weekend,busy airport terminal,bookshelf,browsing,clear indoor lighting,campus in Paris,blue:shirt,shirt;blue;busy airport terminal;bookshelf;browsing;clear indoor lighting;campus in Paris;casual weekend,"A fashion model wearing a blue casual shirt, browsing a bookshelf in a busy airport terminal located in campus in Paris, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0173,synth_0173.jpg,hoodie,blue,casual weekend,botanical garden,green grass,standing on,rainy,financial district in New York,blue:hoodie,hoodie;blue;botanical garden;green grass;standing on;rainy;financial district in New York;casual weekend,"A young woman wearing a blue hoodie, standing on a green grass in a botanical garden located in financial district in New York, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0174,synth_0174.jpg,shirt,blue,casual weekend,botanical garden,garden chair,sitting on,rainy,campus in London,blue:shirt,shirt;blue;botanical garden;garden chair;sitting on;rainy;campus in London;casual weekend,"An elderly man wearing a blue casual shirt, sitting on a garden chair in a botanical garden located in campus in London, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0175,synth_0175.jpg,hoodie,blue,casual weekend,botanical garden,green grass,sitting on,snowy,business district in Tokyo,blue:hoodie,hoodie;blue;botanical garden;green grass;sitting on;snowy;business district in Tokyo;casual weekend,"A middle-aged woman wearing a blue hoodie, sitting on a green grass in a botanical garden located in business district in Tokyo, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0176,synth_0176.jpg,shirt,blue,casual weekend,airport lounge,television,standing near,clear indoor lighting,shopping district in Tokyo,blue:shirt,shirt;blue;airport lounge;television;standing near;clear indoor lighting;shopping district in Tokyo;casual weekend,"A fashion model wearing a blue casual shirt, standing near a television in a airport lounge located in shopping district in Tokyo, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0177,synth_0177.jpg,shirt,blue,casual weekend,hotel lobby,bookshelf,standing near,clear indoor lighting,shopping district in New York,blue:shirt,shirt;blue;hotel lobby;bookshelf;standing near;clear indoor lighting;shopping district in New York;casual weekend,"A person wearing a blue casual shirt, standing near a bookshelf in a hotel lobby located in shopping district in New York, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0178,synth_0178.jpg,shirt,blue,casual weekend,walking path,park flowers,standing near,cloudy,shopping district in New York,blue:shirt,shirt;blue;walking path;park flowers;standing near;cloudy;shopping district in New York;casual weekend,"A teenager wearing a blue casual shirt, standing near a park flowers in a walking path located in shopping district in New York, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0179,synth_0179.jpg,shirt,blue,casual weekend,urban park,park pathway,walking on,rainy,downtown in New York,blue:shirt,shirt;blue;urban park;park pathway;walking on;rainy;downtown in New York;casual weekend,"A middle-aged woman wearing a blue casual shirt, walking on a park pathway in a urban park located in downtown in New York, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0180,synth_0180.jpg,shirt,blue,casual weekend,urban park,garden chair,sitting on,cloudy,urban park in Paris,blue:shirt,shirt;blue;urban park;garden chair;sitting on;cloudy;urban park in Paris;casual weekend,"A teenager wearing a blue casual shirt, sitting on a garden chair in a urban park located in urban park in Paris, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0181,synth_0181.jpg,hoodie,blue,casual weekend,walking path,wooden park bench,sitting on,cloudy,urban park in Paris,blue:hoodie,hoodie;blue;walking path;wooden park bench;sitting on;cloudy;urban park in Paris;casual weekend,"An elderly man wearing a blue hoodie, sitting on a wooden park bench in a walking path located in urban park in Paris, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0182,synth_0182.jpg,hoodie,blue,casual weekend,green lawn,wooden park bench,sitting on,cloudy,residential street in Tokyo,blue:hoodie,hoodie;blue;green lawn;wooden park bench;sitting on;cloudy;residential street in Tokyo;casual weekend,"An elderly man wearing a blue hoodie, sitting on a wooden park bench in a green lawn located in residential street in Tokyo, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0183,synth_0183.jpg,shirt,blue,casual weekend,urban park,park flowers,standing near,sunny,residential street in London,blue:shirt,shirt;blue;urban park;park flowers;standing near;sunny;residential street in London;casual weekend,"A teenager wearing a blue casual shirt, standing near a park flowers in a urban park located in residential street in London, sunny weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0184,synth_0184.jpg,shirt,blue,casual weekend,forest nature trail,green grass,standing on,foggy,financial district in London,blue:shirt,shirt;blue;forest nature trail;green grass;standing on;foggy;financial district in London;casual weekend,"A person wearing a blue casual shirt, standing on a green grass in a forest nature trail located in financial district in London, foggy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0185,synth_0185.jpg,shirt,blue,casual weekend,urban park,park tree,leaning against,snowy,business district in New York,blue:shirt,shirt;blue;urban park;park tree;leaning against;snowy;business district in New York;casual weekend,"A young man wearing a blue casual shirt, leaning against a park tree in a urban park located in business district in New York, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0186,synth_0186.jpg,shirt,blue,casual weekend,forest nature trail,coffee cup,holding,foggy,business district in London,blue:shirt,shirt;blue;forest nature trail;coffee cup;holding;foggy;business district in London;casual weekend,"A teenager wearing a blue casual shirt, holding a coffee cup in a forest nature trail located in business district in London, foggy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0187,synth_0187.jpg,shirt,blue,casual weekend,walking path,park tree,leaning against,cloudy,financial district in Tokyo,blue:shirt,shirt;blue;walking path;park tree;leaning against;cloudy;financial district in Tokyo;casual weekend,"An elderly man wearing a blue casual shirt, leaning against a park tree in a walking path located in financial district in Tokyo, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0188,synth_0188.jpg,hoodie,blue,casual weekend,public garden,park tree,leaning against,cloudy,financial district in London,blue:hoodie,hoodie;blue;public garden;park tree;leaning against;cloudy;financial district in London;casual weekend,"A young woman wearing a blue hoodie, leaning against a park tree in a public garden located in financial district in London, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",female
synth_0189,synth_0189.jpg,shirt,blue,casual weekend,green lawn,cafe menu,holding,cloudy,business district in New York,blue:shirt,shirt;blue;green lawn;cafe menu;holding;cloudy;business district in New York;casual weekend,"An elderly man wearing a blue casual shirt, holding a cafe menu in a green lawn located in business district in New York, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0190,synth_0190.jpg,shirt,blue,casual weekend,walking path,park pathway,walking on,rainy,shopping district in Paris,blue:shirt,shirt;blue;walking path;park pathway;walking on;rainy;shopping district in Paris;casual weekend,"A fashion model wearing a blue casual shirt, walking on a park pathway in a walking path located in shopping district in Paris, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0191,synth_0191.jpg,shirt,blue,casual weekend,cafe,plush living room sofa,sitting on,clear indoor lighting,downtown in London,blue:shirt,shirt;blue;cafe;plush living room sofa;sitting on;clear indoor lighting;downtown in London;casual weekend,"A person wearing a blue casual shirt, sitting on a plush living room sofa in a cafe located in downtown in London, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0192,synth_0192.jpg,shirt,blue,casual weekend,quiet public library,bookshelf,standing near,clear indoor lighting,campus in Paris,blue:shirt,shirt;blue;quiet public library;bookshelf;standing near;clear indoor lighting;campus in Paris;casual weekend,"A person wearing a blue casual shirt, standing near a bookshelf in a quiet public library located in campus in Paris, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0193,synth_0193.jpg,shirt,blue,casual weekend,walking path,wooden park bench,sitting on,snowy,financial district in London,blue:shirt,shirt;blue;walking path;wooden park bench;sitting on;snowy;financial district in London;casual weekend,"A young man wearing a blue casual shirt, sitting on a wooden park bench in a walking path located in financial district in London, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0194,synth_0194.jpg,shirt,blue,casual weekend,upscale restaurant,bed,relaxing on,clear indoor lighting,campus in Paris,blue:shirt,shirt;blue;upscale restaurant;bed;relaxing on;clear indoor lighting;campus in Paris;casual weekend,"A fashion model wearing a blue casual shirt, relaxing on a bed in a upscale restaurant located in campus in Paris, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0195,synth_0195.jpg,shirt,white,casual weekend,public garden,park flowers,standing near,rainy,urban park in London,white:shirt,shirt;white;public garden;park flowers;standing near;rainy;urban park in London;casual weekend,"A person wearing a white casual shirt, standing near a park flowers in a public garden located in urban park in London, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0196,synth_0196.jpg,shirt,blue,casual weekend,forest nature trail,cafe menu,reading,cloudy,business district in London,blue:shirt,shirt;blue;forest nature trail;cafe menu;reading;cloudy;business district in London;casual weekend,"A teenager wearing a blue casual shirt, reading a cafe menu in a forest nature trail located in business district in London, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0197,synth_0197.jpg,shirt,white,casual weekend,botanical garden,park tree,standing near,rainy,campus in London,white:shirt,shirt;white;botanical garden;park tree;standing near;rainy;campus in London;casual weekend,"An elderly man wearing a white casual shirt, standing near a park tree in a botanical garden located in campus in London, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0198,synth_0198.jpg,shirt,blue,casual weekend,urban park,cafe menu,reading,cloudy,shopping district in London,blue:shirt,shirt;blue;urban park;cafe menu;reading;cloudy;shopping district in London;casual weekend,"A person wearing a blue casual shirt, reading a cafe menu in a urban park located in shopping district in London, cloudy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0199,synth_0199.jpg,shirt,blue,casual weekend,walking path,wooden park bench,sitting on,snowy,campus in Paris,blue:shirt,shirt;blue;walking path;wooden park bench;sitting on;snowy;campus in Paris;casual weekend,"A fashion model wearing a blue casual shirt, sitting on a wooden park bench in a walking path located in campus in Paris, snowy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0200,synth_0200.jpg,shirt,blue,casual weekend,airport lounge,television,standing near,clear indoor lighting,residential street in Tokyo,blue:shirt,shirt;blue;airport lounge;television;standing near;clear indoor lighting;residential street in Tokyo;casual weekend,"A person wearing a blue casual shirt, standing near a television in a airport lounge located in residential street in Tokyo, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0201,synth_0201.jpg,raincoat,yellow,outdoor,quiet suburban sidewalk,storefront,looking at,rainy,shopping district in Paris,yellow:raincoat,raincoat;yellow;quiet suburban sidewalk;storefront;looking at;rainy;shopping district in Paris;outdoor,"A person wearing a bright yellow raincoat, looking at a storefront in a quiet suburban sidewalk located in shopping district in Paris, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
synth_0202,synth_0202.jpg,jacket,black,outdoor,subway entrance steps,bright yellow umbrella,holding,rainy,business district in Tokyo,black:jacket,jacket;black;subway entrance steps;bright yellow umbrella;holding;rainy;business district in Tokyo;outdoor,"A young man wearing a black jacket, holding a bright yellow umbrella in a subway entrance steps located in business district in Tokyo, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0203,synth_0203.jpg,raincoat,yellow,outdoor,cozy living room,bed,relaxing on,clear indoor lighting,shopping district in New York,yellow:raincoat,raincoat;yellow;cozy living room;bed;relaxing on;clear indoor lighting;shopping district in New York;outdoor,"An elderly man wearing a bright yellow raincoat, relaxing on a bed in a cozy living room located in shopping district in New York, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0204,synth_0204.jpg,jacket,black,outdoor,busy pedestrian shopping district,bright yellow umbrella,holding,rainy,business district in Tokyo,black:jacket,jacket;black;busy pedestrian shopping district;bright yellow umbrella;holding;rainy;business district in Tokyo;outdoor,"A young man wearing a black jacket, holding a bright yellow umbrella in a busy pedestrian shopping district located in business district in Tokyo, rainy weather, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",male
synth_0205,synth_0205.jpg,raincoat,yellow,outdoor,cozy living room,bookshelf,browsing,clear indoor lighting,residential street in Tokyo,yellow:raincoat,raincoat;yellow;cozy living room;bookshelf;browsing;clear indoor lighting;residential street in Tokyo;outdoor,"A person wearing a bright yellow raincoat, browsing a bookshelf in a cozy living room located in residential street in Tokyo, clear indoor lighting, photorealistic, DSLR photography, highly detailed, fashion photography, 8k resolution",
